brocade.id,ResourceID,card,order,Archive Note,Serial Number,Acquisition Note,adm.note,Registration Number value,Location Number,Warehouse Location (begin),Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhdc:4178,c248cb52-882d-5fd2-b9b1-7a8b1eb3b372,Items,1,isad:lh:179645,R 134 / 3556,,,,,,,Nederlands,remarks
tg:lhdc:1680,da2e1a39-8f38-5a2d-aedb-2305cb4036c1,Items,1,isad:lh:174584,R 134 / 1107,,,,,,,Nederlands,remarks
tg:lhdc:3347,12dc82d3-724c-5c79-a94b-7b3a0b72e97c,Items,1,isad:lh:179114,R 134 / 2733,,,,,,,Nederlands,remarks
tg:lhdc:4482,f7620957-14fc-5267-a96a-5609985d643c,Items,1,isad:lh:179670,R 134 / 3860,,,,,,,Nederlands,remarks
tg:lhdc:4528,117f0cdc-8a2c-56c8-ac47-5a1a951a27dc,Items,1,isad:lh:181360,R 134 / 3905,,,,,,,Nederlands,remarks
tg:lhdc:2805,4a032666-8c8b-50e1-9b02-7f09d3e4b975,Items,1,isad:lh:179103,R 134 / 2195,,,,,,,Nederlands,remarks
tg:lhdc:3717,033ed3bd-5355-544a-acd6-d7e789f8857e,Items,1,isad:lh:179321,R 134 / 3099,,,,,,,Nederlands,remarks
tg:lhdc:3078,3c431f6d-08f6-5fd9-a61d-b730504ed1c9,Items,1,isad:lh:179108,R 134 / 2467,,,,,,,Nederlands,remarks
tg:lhdc:1045,03dde3b2-f303-513b-8b09-3191c3dea768,Items,1,isad:lh:174441,R 134 / 523,,,,,,,Nederlands,remarks
tg:lhdc:3582,3923b975-f2d0-5cec-baff-1d09002bb22e,Items,1,isad:lh:179318,R 134 / 2964,,,,,,,Nederlands,remarks
tg:lhdc:4247,7cf009d8-5eb9-5023-9860-96f936d01e76,Items,1,isad:lh:179649,R 134 / 3625,,,,,,,Nederlands,remarks
tg:lhdc:3428,f53db229-7898-551c-812e-647c332a358a,Items,1,isad:lh:179116,R 134 / 2813,,,,,,,Nederlands,remarks
tg:lhdc:1415,72b4f9c3-163b-5fe9-82d3-a2f7727dbc89,Items,1,isad:lh:174437,R 134 / 863,,,,,,,Nederlands,remarks
tg:lhdc:4617,68e00680-cf8b-5182-91a1-2fd9a21ce98f,Items,1,isad:lh:181954,R134 / 3987,,,,,,,Nederlands,remarks
tg:lhdc:420,7eb45347-0357-5a50-b9f7-1f403d936396,Items,1,isad:lh:130224,D 9653 / 48,tr:lh:126473,,,,,,Nederlands,remarks
tg:lhdc:1946,5f8d1cf4-f218-5d80-a601-2488ea5c2cd1,Items,1,isad:lh:175046,R 134 / 1364,,,,,,,Nederlands,remarks
tg:lhdc:2669,516b6c98-5af9-54ac-ac2f-0d560023a75e,Items,1,isad:lh:179100,R 134 / 2062,,,,,,,Nederlands,remarks
tg:lhdc:2393,67635181-ec50-5c08-9869-659043aea3fc,Items,1,isad:lh:178686,R 134 / 1790,,,,,,,Nederlands,remarks
tg:lhdc:82,4b076eb5-e8b6-5dcb-89dc-e09d10107ff5,Items,1,isad:lh:97854,,tr:lh:7868,,203714/13,,,,Nederlands,remarks
tg:lhdc:6,087b0924-c4f9-5f36-93a5-186d940ffe5a,Items,1,,,,,233259,Q 69 / P,,,Nederlands,remarks
tg:lhdc:973,5b64b296-0d9e-57ec-916f-47de9a020590,Items,1,isad:lh:180046,R 704 / 42,tr:lh:4825,,,,,,Nederlands,remarks
tg:lhdc:2239,6881c009-239b-597b-a3e1-19ad01787df8,Items,1,isad:lh:178686,R 134 / 1650,,,,,,,Nederlands,remarks
tg:lhdc:836,37fc4cd3-385f-5793-8b41-46643ae7afe1,Items,1,isad:lh:175069,R 134 / 354,,,,,,,Nederlands,remarks
tg:lhdc:1803,cba7cff7-553d-5d5a-8cae-9ed63006ce72,Items,1,isad:lh:174020,R 134 / 1222,,,,,,,Nederlands,remarks
tg:lhdc:3994,8cfda5a1-cb37-5280-af8d-0d6ee252851b,Items,1,isad:lh:179654,R 134 / 3372,,,,,,,Nederlands,remarks
tg:lhdc:2686,78d4f56b-4027-57fd-8bf7-662bb57e5212,Items,1,isad:lh:179100,R 134 / 2079,,,,,,,Nederlands,remarks
tg:lhdc:4302,ae251ac0-6c8e-57e9-9bf4-1b26a2cebbc4,Items,1,isad:lh:179641,R 134 / 3679,,,,,,,Nederlands,remarks
tg:lhdc:135,e57cda54-8043-5258-846a-9b46c550cd89,Items,1,isad:lh:120544,CC 174 / 13,,,,,,,Nederlands,remarks
tg:lhdc:4752,9c41afa4-0640-555d-89a7-9faeaac01246,Items,1,isad:lh:182256,R134 / 4111,,,,,,,Nederlands,remarks
tg:lhdc:3097,dacfed9a-db5b-5e67-aa33-460693348c09,Items,1,isad:lh:179108,R 134 / 2486,,,,,,,Nederlands,remarks
tg:lhdc:565,f7426970-dfbe-5373-8c87-003b1797fc7c,Items,1,isad:lh:174018,R 134 / 107,,,,,,,Nederlands,remarks
tg:lhdc:1550,ccf48c26-cf76-5269-b01f-74efc5d57341,Items,1,isad:lh:174584,R 134 / 987,,,,,,,Nederlands,remarks
tg:lhdc:2055,fa78f4a7-d8e8-5e05-82a4-eb309fb9d57d,Items,1,isad:lh:174020,R 134 / 1472,,,,,,,Nederlands,remarks
tg:lhdc:2405,ddbc6463-712a-5d9e-8723-c43a2f472647,Items,1,isad:lh:178687,R 134 / 1802,,,,,,,Nederlands,remarks
tg:lhdc:1383,4e48d5c4-40c4-545e-849f-10544e12a58e,Items,1,isad:lh:175046,R 134 / 833,,,,,,,Nederlands,remarks
tg:lhdc:1679,948fd128-98f1-5f08-b197-2e88d990c717,Items,1,isad:lh:174584,R 134 / 1106,,,,,,,Nederlands,remarks
tg:lhdc:4181,051b60f9-eae0-561f-ad03-59d9d103a238,Items,1,isad:lh:179657,R 134 / 3559,,,,,,,Nederlands,remarks
tg:lhdc:3644,70d5584c-1432-52d5-b847-94f939be7071,Items,1,isad:lh:179319,R 134 / 3026,,,,,,,Nederlands,remarks
tg:lhdc:2956,0162680b-f0ac-58df-add8-accdc1e98f6a,Items,1,isad:lh:179106,R 134 / 2345,,,,,,,Nederlands,remarks
tg:lhdc:1229,a17320a5-d72d-5f6a-9222-903050b3c6ef,Items,1,isad:lh:174438,R 134 / 684,,,,,,,Nederlands,remarks
tg:lhdc:3214,8837ce8c-499a-5ceb-b13f-3e4706d4e075,Items,1,isad:lh:179111,R 134 / 2600,,,,,,,Nederlands,remarks
tg:lhdc:3701,764c9818-01a8-5f9e-81d3-ab9ae997614a,Items,1,isad:lh:179321,R 134 / 3083,,,,,,,Nederlands,remarks
tg:lhdc:2813,1ac2b924-ec0b-55b4-bea4-ca0f965bec71,Items,1,isad:lh:179103,R 134 / 2203,,,,,,,Nederlands,remarks
tg:lhdc:709,e10f2075-e79f-513b-a162-3ad382ebe46d,Items,1,isad:lh:174442,R 134 / 240,,,,,,,Nederlands,remarks
tg:lhdc:3351,5dea08df-2b27-56d5-9859-de77bf1888a9,Items,1,isad:lh:179114,R 134 / 2737,,,,,,,Nederlands,remarks
tg:lhdc:4494,b49e6a00-4ae8-5939-9832-203dbd1dfc19,Items,1,isad:lh:179670,R 134 / 3872,,,,,,,Nederlands,remarks
tg:lhdc:359,e1521d6b-2902-57af-9010-bfce65aeed1f,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,,,Nederlands,remarks
tg:lhdc:1696,c4fd0207-dfc8-5d90-985e-255fef340496,Items,1,isad:lh:178529,R 134 / 1123,,,,,,,Nederlands,remarks
tg:lhdc:2110,7bfab9f4-5135-5a8c-bc9f-c702f0a0d945,Items,1,isad:lh:174452,R 134 / 1527,,,,,,,Nederlands,remarks
tg:lhdc:2540,f7cbd87a-e70a-5c97-abef-5f6a1786603a,Items,1,isad:lh:178530,R 134 / 1937,,,,,,,Nederlands,remarks
tg:lhdc:3886,ac7d06d6-4e9e-5115-972d-01ef713832fe,Items,1,isad:lh:179325,R 134 / 3267,,,,,,,Nederlands,remarks
tg:lhdc:2794,ecd988f1-df95-53a9-b083-87e47fa96792,Items,1,isad:lh:179102,R 134 / 2184,,,,,,,Nederlands,remarks
tg:lhdc:924,e15ad502-6040-5322-80e1-f42a09f494b6,Items,1,isad:lh:174444,R 134 / 435,,,,,,,Nederlands,remarks
tg:lhdc:1911,bdbf39c5-3505-5ffd-b27f-43feb4bd7d24,Items,1,isad:lh:174016,R 134 / 1330,,,,,,,Nederlands,remarks
tg:lhdc:4640,98bcabe7-87c3-59d7-a5f7-c2e709d8e4a1,Items,1,isad:lh:181951,R134 / 4009,,,,,,,Nederlands,remarks
tg:lhdc:3185,aec9c9e1-1173-57d2-9139-317ba159d3b3,Items,1,isad:lh:179110,R 134 / 2573,,,,,,,Nederlands,remarks
tg:lhdc:477,479bab3b-bd21-5fff-9eb1-76f457394ba6,Items,1,isad:lh:174021,R 134 / 24,,,,,,,Nederlands,remarks
tg:lhdc:1442,b416e6f3-4160-5f95-ac07-98be1333fa99,Items,1,isad:lh:174014,R 134 / 888,,,,,,,Nederlands,remarks
tg:lhdc:4210,68f29f25-8ebf-55e4-9ee7-f8b28d441017,Items,1,isad:lh:179656,R 134 / 3588,,,,,,,Nederlands,remarks
tg:lhdc:1012,5c3c62c3-3709-56cd-bb5f-88e0a3a0b5f7,Items,1,isad:lh:174428,R 134 / 491,,,,,,,Nederlands,remarks
tg:lhdc:1507,6a1e2823-986e-5377-912a-49bf4168c35e,Items,1,isad:lh:174019,R 134 / 949,,,,,,,Nederlands,remarks
tg:lhdc:532,a62acb00-690e-5b0b-be5f-bf8eddc449c3,Items,1,isad:lh:174047,R 134 / 77,,,,,,,Nederlands,remarks
tg:lhdc:498,f8b6b572-e432-546a-b408-6f76265f8851,Items,1,isad:lh:174022,R 134 / 46,,,,,,,Nederlands,remarks
tg:lhdc:1157,d7fd844c-edc1-551f-8de3-f4266310e654,Items,1,isad:lh:174427,R 134 / 627,,,,,,,Nederlands,remarks
tg:lhdc:3490,a83990b8-9b06-5a90-96ad-0db88f463ecf,Items,1,isad:lh:179118,R 134 / 2873,,,,,,,Nederlands,remarks
tg:lhdc:4355,cb2e8c02-5d49-5139-88e6-783855a16324,Items,1,isad:lh:181055,R 134 / 3732,,,,,,,Nederlands,remarks
tg:lhdc:162,6ec30392-6a66-5d31-a6f6-673e0dfb8b65,Items,1,isad:lh:132098,R 462 / 555,,,,,,,Nederlands,remarks
tg:lhdc:3869,33101acb-54ca-5e3c-bb0b-44a26737b00f,Items,1,isad:lh:179325,R 134 / 3250,,,,,,,Nederlands,remarks
tg:lhdc:1854,e50586b2-b821-5c21-8b37-48ba1310d8f5,Items,1,isad:lh:174018,R 134 / 1273,,,,,,,Nederlands,remarks
tg:lhdc:2281,f949d60e-9868-55e2-88e0-87053d2b28c9,Items,1,isad:lh:174497,R 134 / 1678,,,,,,,Nederlands,remarks
tg:lhdc:861,1a01f892-1d20-5857-8606-7391544f8557,Items,1,isad:lh:175046,R 134 / 375,,,,,,,Nederlands,remarks
tg:lhdc:3243,a73843d5-6db8-5069-9808-23328e5d0b12,Items,1,isad:lh:179112,R 134 / 2629,,,,,,,Nederlands,remarks
tg:lhdc:4586,d478c593-2637-50b5-ad5e-9ced366e50da,Items,1,isad:lh:181955,R134 / 3958,,,,,,,Nederlands,remarks
tg:lhdc:1784,f1a6fb1d-737a-56c4-ad8b-e9d67cdf0cdb,Items,1,isad:lh:174017,R 134 / 1205,,,,,,,Nederlands,remarks
tg:lhdc:3613,5012eb7e-b501-509b-b0de-f218ecaba246,Items,1,isad:lh:179319,R 134 / 2995,,,,,,,Nederlands,remarks
tg:lhdc:2901,d15814f7-b7b5-56a1-9ead-468eb195c4aa,Items,1,isad:lh:179105,R 134 / 2290,,,,,,,Nederlands,remarks
tg:lhdc:2452,eff01229-4f06-5c55-8e3a-5f1237cb6930,Items,1,isad:lh:178533,R 134 / 1849,,,,,,,Nederlands,remarks
tg:lhdc:2002,11ebbcfd-16de-50fe-8804-77a19bbba5b5,Items,1,isad:lh:174022,R 134 / 1419,,,,,,,Nederlands,remarks
tg:lhdc:2517,aa28d13e-cb7e-50e3-a65a-8664b372f1d6,Items,1,isad:lh:178533,R 134 / 1914,,,,,,,Nederlands,remarks
tg:lhdc:2147,b518bc69-9e5e-5658-9ee8-70dcbfe7cc9e,Items,1,isad:lh:178534,R 134 / 1563,,,,,,,Nederlands,remarks
tg:lhdc:4139,692235c2-8757-545f-a6af-bd5a04ac830a,Items,1,isad:lh:179649,R 134 / 3517,,,,,,,Nederlands,remarks
tg:lhdc:3306,5f777b2a-1f21-50f1-818e-7b4565ba7fb2,Items,1,isad:lh:179113,R 134 / 2692,,,,,,,Nederlands,remarks
tg:lhdc:4569,1ce08578-aa5e-5429-bec6-a8c1f2525c07,Items,1,isad:lh:181527,R 134 / 3943,,,,,,,Nederlands,remarks
tg:lhdc:1291,02c88ee3-c416-5ee6-a414-456326811f58,Items,1,isad:lh:174444,R 134 / 744,,,,,,,Nederlands,remarks
tg:lhdc:4093,41b9b886-dba7-50ae-a0e4-1f28b4beed5f,Items,1,isad:lh:179650,R 134 / 3471,,,,,,,Nederlands,remarks
tg:lhdc:3756,cbb83f43-b476-5c20-9d9b-ebe8cd163163,Items,1,isad:lh:179322,R 134 / 3138,,,,,,,Nederlands,remarks
tg:lhdc:2844,67254ba3-5815-51dc-8c32-6b6fcb1b5633,Items,1,isad:lh:179103,R 134 / 2234,,,,,,,Nederlands,remarks
tg:lhdc:4587,41b0053b-3711-5f59-b374-bdd788414c91,Items,1,isad:lh:181955,R134 / 3959,,,,,,,Nederlands,remarks
tg:lhdc:3242,f3e195cc-c75e-51d9-9e2c-27279a7725b8,Items,1,isad:lh:179111,R 134 / 2628,,,,,,,Nederlands,remarks
tg:lhdc:1785,2d7de5f5-a58c-599d-a07e-9d82f4a845fd,Items,1,isad:lh:174017,R 134 / 1206,,,,,,,Nederlands,remarks
tg:lhdc:3612,abe4eb36-745b-5c16-ab9a-c95133586792,Items,1,isad:lh:179319,R 134 / 2994,,,,,,,Nederlands,remarks
tg:lhdc:2900,e688d63d-665b-5693-a74c-25b6f9575035,Items,1,isad:lh:179105,R 134 / 2289,,,,,,,Nederlands,remarks
tg:lhdc:2453,aa092b8c-49a6-5f5b-b61d-3a1fac5dacee,Items,1,isad:lh:178533,R 134 / 1850,,,,,,,Nederlands,remarks
tg:lhdc:2003,ecc83be3-1b86-51c5-818f-03e8ce9c6913,Items,1,isad:lh:174022,R 134 / 1420,,,,,,,Nederlands,remarks
tg:lhdc:2516,4ea85a90-55e0-51b0-af91-e453fccd8b0f,Items,1,isad:lh:178533,R 134 / 1913,,,,,,,Nederlands,remarks
tg:lhdc:2146,eefbc102-ebe4-59f8-ad84-36206a5fa99b,Items,1,isad:lh:178534,R 134 / 1562,,,,,,,Nederlands,remarks
tg:lhdc:4138,995473d0-9bf1-5bee-9364-aebb0b0735f0,Items,1,isad:lh:179649,R 134 / 3516,,,,,,,Nederlands,remarks
tg:lhdc:3307,7fb8b524-1173-5dee-b7c9-c45a992395f6,Items,1,isad:lh:179113,R 134 / 2693,,,,,,,Nederlands,remarks
tg:lhdc:4568,27b4a2a2-6386-5f4e-9b21-8d2a6091575c,Items,1,isad:lh:181527,R 134 / 3942,,,,,,,Nederlands,remarks
tg:lhdc:1290,723a91ac-d1b4-5f62-8034-f867c6eee4d7,Items,1,isad:lh:174443,R 134 / 743,,,,,,,Nederlands,remarks
tg:lhdc:3757,37a69e33-e320-5b82-be28-4747479e3b57,Items,1,isad:lh:179322,R 134 / 3139,,,,,,,Nederlands,remarks
tg:lhdc:4092,c54de0b2-0ab7-54fb-96dd-52d2d6e962e6,Items,1,isad:lh:179650,R 134 / 3470,,,,,,,Nederlands,remarks
tg:lhdc:2845,6b859e7d-da6a-5add-a464-daf73a663f24,Items,1,isad:lh:179103,R 134 / 2235,,,,,,,Nederlands,remarks
tg:lhdc:3887,a004e09c-01c1-599e-b113-fc8813b9bcc6,Items,1,isad:lh:179325,R 134 / 3268,,,,,,,Nederlands,remarks
tg:lhdc:2795,8a259770-215d-59d5-ab47-84532748dec0,Items,1,isad:lh:179102,R 134 / 2185,,,,,,,Nederlands,remarks
tg:lhdc:925,0959d3f2-97fb-5225-8e1d-80bc51e37c40,Items,1,isad:lh:174441,R 134 / 436,,,,,,,Nederlands,remarks
tg:lhdc:1910,0c62a797-a3b2-519e-9849-ca1a5585b68e,Items,1,isad:lh:174016,R 134 / 1329,,,,,,,Nederlands,remarks
tg:lhdc:476,49399a3a-715f-5b8f-9d46-09bdbe8ff544,Items,1,isad:lh:174021,R 134 / 23,,,,,,,Nederlands,remarks
tg:lhdc:3184,2577ecff-1b2a-52de-8d56-ac0637681925,Items,1,isad:lh:179110,R 134 / 2572,,,,,,,Nederlands,remarks
tg:lhdc:4641,c7e2bbc0-66b6-5d54-b122-b4b725678a97,Items,1,isad:lh:181951,R134 / 4010,,,,,,,Nederlands,remarks
tg:lhdc:1443,8bbb6d52-a59d-5e5e-8b80-a976c2423246,Items,1,isad:lh:174014,R 134 / 889,,,,,,,Nederlands,remarks
tg:lhdc:4211,49160705-2e13-50b2-9b32-287c4d9c5543,Items,1,isad:lh:179656,R 134 / 3589,,,,,,,Nederlands,remarks
tg:lhdc:1013,1b448a21-ac42-589f-823f-29c8981dbca7,Items,1,isad:lh:174429,R 134 / 492,,,,,,,Nederlands,remarks
tg:lhdc:1506,577953ad-dda9-555c-a361-b41733c1d4ed,Items,1,isad:lh:174020,R 134 / 948,,,,,,,Nederlands,remarks
tg:lhdc:533,7103a5cf-e0b1-55c3-86f2-4b1165ecb4db,Items,1,isad:lh:173688,R 134 / 78,,,,,,,Nederlands,remarks
tg:lhdc:4704,3476b04c-89ac-528a-ba46-cf1fd3cc09c0,Items,1,isad:lh:182250,R134 / 4065,,,,,,,Nederlands,remarks
tg:lhdc:1156,fdd7bf87-bf34-5b2e-9dac-242ece68cd38,Items,1,isad:lh:174427,R 134 / 626,,,,,,,Nederlands,remarks
tg:lhdc:499,57caf04a-88ac-5927-b02d-d7912fe6fb0d,Items,1,isad:lh:174020,R 134 / 47,,,,,,,Nederlands,remarks
tg:lhdc:4354,ad5f4185-713b-5a49-9106-d30284acc2b5,Items,1,isad:lh:181055,R 134 / 3731,,,,,,,Nederlands,remarks
tg:lhdc:3491,e20ac626-4887-564b-b18c-83ed5ed6e6de,Items,1,isad:lh:179118,R 134 / 2874,,,,,,,Nederlands,remarks
tg:lhdc:1855,c49f95f2-0760-5e18-aa84-f4713e9159a3,Items,1,isad:lh:174018,R 134 / 1274,,,,,,,Nederlands,remarks
tg:lhdc:3868,1410b404-c31a-5f23-9120-a1a425a8c650,Items,1,isad:lh:179325,R 134 / 3249,,,,,,,Nederlands,remarks
tg:lhdc:860,399076e3-11e8-5954-80e0-91380c6fae95,Items,1,isad:lh:175046,R 134 / 374,,,,,,,Nederlands,remarks
tg:lhdc:2280,a6f32613-0edb-5f4e-af31-a53ec5d5bb99,Items,1,isad:lh:174497,R 134 / 1677,,,,,,,Nederlands,remarks
tg:lhdc:2054,daf77a13-c5ee-58f1-bd08-f6ecd9d752b2,Items,1,isad:lh:174020,R 134 / 1471,,,,,,,Nederlands,remarks
tg:lhdc:2404,0ec294ea-9cc2-527c-b8e7-d8bda07549e6,Items,1,isad:lh:178687,R 134 / 1801,,,,,,,Nederlands,remarks
tg:lhdc:1382,98c662c0-a820-58d9-a671-7a551e1b6e6e,Items,1,isad:lh:175046,R 134 / 832,,,,,,,Nederlands,remarks
tg:lhdc:3645,20274805-7ce0-5ac2-9133-75dd1890f6fb,Items,1,isad:lh:179319,R 134 / 3027,,,,,,,Nederlands,remarks
tg:lhdc:1678,52e35901-2419-55a9-a1b6-15a871ed57ac,Items,1,isad:lh:174584,R 134 / 1105,,,,,,,Nederlands,remarks
tg:lhdc:4180,bcb13d61-2742-5573-86d8-60f386c2610e,Items,1,isad:lh:179657,R 134 / 3558,,,,,,,Nederlands,remarks
tg:lhdc:2957,a31635dc-f242-5e63-91c1-fe402a40445d,Items,1,isad:lh:179106,R 134 / 2346,,,,,,,Nederlands,remarks
tg:lhdc:3215,524eef13-0a2e-5fe2-91c6-64a4e2bdfaba,Items,1,isad:lh:179111,R 134 / 2601,,,,,,,Nederlands,remarks
tg:lhdc:1228,9d6f78f4-6234-5203-9584-06a45a477569,Items,1,isad:lh:174437,R 134 / 683,,,,,,,Nederlands,remarks
tg:lhdc:3700,54bcad23-60ad-5f5f-a40b-44fc652be24a,Items,1,isad:lh:179320,R 134 / 3082,,,,,,,Nederlands,remarks
tg:lhdc:2812,005729f1-33c9-5dd3-b5bf-20d45638935f,Items,1,isad:lh:179103,R 134 / 2202,,,,,,,Nederlands,remarks
tg:lhdc:708,a71deb07-4a2f-523e-9b06-a255c6e0d3ad,Items,1,isad:lh:174428,R 134 / 239,,,,,,,Nederlands,remarks
tg:lhdc:4495,2c07f196-d3d8-55b9-8a5a-20497e27f589,Items,1,isad:lh:179670,R 134 / 3873,,,,,,,Nederlands,remarks
tg:lhdc:3350,2132c47e-d8ea-50d3-aac7-f6beeee328a2,Items,1,isad:lh:179114,R 134 / 2736,,,,,,,Nederlands,remarks
tg:lhdc:358,ff6a0562-9695-575f-880b-41304f1eab10,Items,1,isad:lh:130207,D 9653 / 39,tr:lh:126473,,,,,,Nederlands,remarks
tg:lhdc:2111,0b7834c1-6cff-5817-91f0-e5a9e563b401,Items,1,isad:lh:174446,R 134 / 1528,,,,,,,Nederlands,remarks
tg:lhdc:2541,9ef4e6da-8de9-5e90-8cf9-03874e856154,Items,1,isad:lh:178530,R 134 / 1938,,,,,,,Nederlands,remarks
tg:lhdc:1044,425a4cc7-005a-5c5a-8609-b0b98245a031,Items,1,isad:lh:174441,R 134 / 522,,,,,,,Nederlands,remarks
tg:lhdc:3079,169a3d23-b0d0-5803-8d48-ba67690e77fb,Items,1,isad:lh:179108,R 134 / 2468,,,,,,,Nederlands,remarks
tg:lhdc:4246,fd5a77c3-8980-5c1f-9f4a-37fdfac1f251,Items,1,isad:lh:179649,R 134 / 3624,,,,,,,Nederlands,remarks
tg:lhdc:3583,c61ede13-46ae-5414-9acb-c62f2959b623,Items,1,isad:lh:179318,R 134 / 2965,,,,,,,Nederlands,remarks
tg:lhdc:1414,50245bd1-b6da-59db-b494-f1e491d8d6a4,Items,1,isad:lh:174437,R 134 / 862,,,,,,,Nederlands,remarks
tg:lhdc:3429,a140b3ed-abc3-5cb8-9531-c78f40e94ad8,Items,1,isad:lh:179116,R 134 / 2814,,,,,,,Nederlands,remarks
tg:lhdc:421,7d633617-4e0b-5840-ae52-f92d404db6f8,Items,1,isad:lh:130224,D 9653 / 48,tr:lh:126473,,,,,,Nederlands,remarks
tg:lhdc:4616,5a8de71d-f8da-5918-8ecc-11885486321f,Items,1,isad:lh:181954,R134 / 3986,,,,,,,Nederlands,remarks
tg:lhdc:1947,9e733dc4-14e5-5bcb-a661-a2df3f27d948,Items,1,isad:lh:174015,R 134 / 1365,,,,,,,Nederlands,remarks
tg:lhdc:2668,2845e865-ea37-5444-9529-1bdef4809c2a,Items,1,isad:lh:179100,R 134 / 2061,,,,,,,Nederlands,remarks
tg:lhdc:972,326fa05c-f561-574f-a816-93a5efc78df1,Items,1,isad:lh:180046,R 704 / 42,tr:lh:4825,,,,,,Nederlands,remarks
tg:lhdc:2392,aa56a342-b9bb-5c8a-bc88-b91217ecd7d9,Items,1,isad:lh:178686,R 134 / 1789,,,,,,,Nederlands,remarks
tg:lhdc:83,2e4f9873-b123-535c-8ebf-14a1c1273e95,Items,1,isad:lh:104400,8/3,tr:lh:30729,,,,K1 B 5 D2,,Nederlands,remarks
tg:lhdc:2238,d32e8812-2eab-5eb0-a9f4-18997f99ec40,Items,1,isad:lh:178686,R 134 / 1649,,,,,,,Nederlands,remarks
tg:lhdc:837,3b9ee359-4698-53eb-8313-6091f9897b43,Items,1,isad:lh:175069,R 134 / 355,,,,,,,Nederlands,remarks
tg:lhdc:1802,be95c729-46f6-5e58-aadc-b2d26841aeee,Items,1,isad:lh:174016,R 134 / 1221,,,,,,,Nederlands,remarks
tg:lhdc:3995,95ad420e-7fd0-5cec-ad15-47d6a9011589,Items,1,isad:lh:179654,R 134 / 3373,,,,,,,Nederlands,remarks
tg:lhdc:134,8fd44b6b-b0a8-59ef-9b8a-85a76b207449,Items,1,isad:lh:120544,CC 174 /13,,,,,,,Nederlands,remarks
tg:lhdc:4303,0dae7ccd-4558-576c-9341-c3cd77392117,Items,1,isad:lh:179640,R 134 / 3680,,,,,,,Nederlands,remarks
tg:lhdc:1101,16cd4531-8233-552d-8aea-af3a56985fa3,Items,1,isad:lh:174439,R 134 / 574,,,,,,,Nederlands,remarks
tg:lhdc:564,35315132-6bbc-50fd-855b-24c7ab61e712,Items,1,isad:lh:174047,R 134 / 106,,,,,,,Nederlands,remarks
tg:lhdc:3096,7272be37-8f27-59e7-baf7-fcdded83e521,Items,1,isad:lh:179108,R 134 / 2485,,,,,,,Nederlands,remarks
tg:lhdc:4753,6046876d-8198-5358-882f-69edc476ff34,Items,1,isad:lh:182256,R134 / 4112,,,,,,,Nederlands,remarks
tg:lhdc:1551,56213849-96ca-5c6e-a2cc-67f918520b44,Items,1,isad:lh:174019,R 134 / 988,,,,,,,Nederlands,remarks
tg:lhdc:3203,b40e5f8d-fc53-5fe0-8497-6e92ef277f3d,Items,1,isad:lh:179111,R 134 / 2590,,,,,,,Nederlands,remarks
tg:lhdc:2941,8c5e401a-04d9-58b5-af85-9d56bde012b8,Items,1,isad:lh:179105,R 134 / 2330,,,,,,,Nederlands,remarks
tg:lhdc:3653,7de3cb2d-d51d-5a6b-87ec-d28f94742b46,Items,1,isad:lh:179319,R 134 / 3035,,,,,,,Nederlands,remarks
tg:lhdc:4196,a9e6d0de-fb52-5d04-a68c-8e933a0acd2d,Items,1,isad:lh:179655,R 134 / 3574,,,,,,,Nederlands,remarks
tg:lhdc:1394,98950c5a-1e73-56f5-974d-6f32daf54584,Items,1,isad:lh:174018,R 134 / 842,,,,,,,Nederlands,remarks
tg:lhdc:2412,1285972c-97da-5a5f-bc7d-9b2a119faf74,Items,1,isad:lh:178687,R 134 / 1809,,,,,,,Nederlands,remarks
tg:lhdc:2042,d20cffed-26da-54f1-9d8f-d1924e87aa3e,Items,1,isad:lh:174020,R 134 / 1459,,,,,,,Nederlands,remarks
tg:lhdc:2557,63ae278e-e2ad-5f0b-872e-0f12e052f830,Items,1,isad:lh:178531,R 134 / 1954,,,,,,,Nederlands,remarks
tg:lhdc:2107,eeb4b371-4de3-501b-b6eb-75a45358e548,Items,1,isad:lh:174451,R 134 / 1524,,,,,,,Nederlands,remarks
tg:lhdc:4179,932a40fd-28e4-570d-abde-9afbff7b536e,Items,1,isad:lh:179657,R 134 / 3557,,,,,,,Nederlands,remarks
tg:lhdc:1681,442283a3-f9d5-5c17-bba7-f3be662630f2,Items,1,isad:lh:174584,R 134 / 1108,,,,,,,Nederlands,remarks
tg:lhdc:4483,15ef57db-d91d-5b7e-a69f-4dc3ba459f13,Items,1,isad:lh:179670,R 134 / 3861,,,,,,,Nederlands,remarks
tg:lhdc:3346,1ffaf8c1-b2b8-52bd-980d-ac13df4102bf,Items,1,isad:lh:179114,R 134 / 2732,,,,,,,Nederlands,remarks
tg:lhdc:4529,90695f8c-2e60-5403-8633-b5bbb84357ec,Items,1,isad:lh:181360,R 134 / 3906,,,,,,,Nederlands,remarks
tg:lhdc:2804,178062eb-df6d-5434-86b7-6a1197bccd80,Items,1,isad:lh:179103,R 134 / 2194,,,,,,,Nederlands,remarks
tg:lhdc:3716,464b2afd-b12f-5709-923c-ad3856124213,Items,1,isad:lh:179321,R 134 / 3098,,,,,,,Nederlands,remarks
