ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende)
c6be2459-6b16-52bc-813a-05a813d3a7e1,tg:lhph:26193,Items,1,,233228,,P 4535 / P,,,,
5259256e-b264-5c29-9358-6721e81ab38e,tg:lhph:16525,Items,1,tr:lh:9923,147436,,GG 75 / P,,,,
85d4871f-f579-55e3-abcb-3a2cd71f10a1,tg:lhph:40345,Items,1,tr:lh:2714,53550/3,isad:lh:93220,M 496 / P,,,,
fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,tg:lhph:22979,Items,1,tr:lh:3171,63649/9,isad:lh:93287,N 135 / P,,,,
fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,tg:lhph:22979,Items,2,tr:lh:5113,101045/128,,N 135 / P,,,,
fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,tg:lhph:22979,Items,3,,232719/8,,N 135 / P,,,,
066d1bdd-46a4-57e0-973d-9e963f830dd6,tg:lhph:47480,Items,1,tr:lh:9927,,isad:lh:104044,,,105,K1 A 30 A1,K1 A 30 B2
b42c5e65-0fdf-5f5c-9a76-9756833e4fdd,tg:lhph:20944,Items,1,tr:lh:7859,203626/1633,isad:lh:94873,M 224 / P (NEG0056/7/11),,,,
cdae1c5c-c15d-5243-acbf-1a4341dd2c73,tg:lhph:14518,Items,1,,133201/2a,,R 1008 / P,,,,
dc330a55-f2d1-5db5-90a4-2dbed892bcaa,tg:lhph:42378,Items,1,,217354/27,,S 1095 / P,,,,
7a40369d-5268-5a25-8879-63443649f7d1,tg:lhph:32580,Items,1,,2238,,J 442 / P (IIIa),,,,
7a40369d-5268-5a25-8879-63443649f7d1,tg:lhph:32580,Items,2,,7835/m,,J 442 / P (IIIa),,,,
7a40369d-5268-5a25-8879-63443649f7d1,tg:lhph:32580,Items,3,tr:lh:2988,60198/68,isad:lh:93789,J 442 / P (IIIa),,,,
ba5d25b6-86ee-53ca-a22d-228d4e2b8e32,tg:lhph:6036,Items,1,tr:lh:3941,75095/5,,Y 455 / P,,,,
2568ef3c-1413-5195-b426-7f3b9286720a,tg:lhph:37278,Items,1,,102456/1,,L 9732 / P,,,,
44215627-23e5-5554-9e10-bfb641537926,tg:lhph:35245,Items,1,tr:lh:357,7251/a2,,L 16129 / P,,,,
44215627-23e5-5554-9e10-bfb641537926,tg:lhph:35245,Items,2,tr:lh:3269,66291/47,isad:lh:93043,L 16129 / P,,,,
b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,tg:lhph:48775,Items,1,tr:lh:6415,148739/211,isad:lh:113180,D 125 / P (Vrienden) 2,,,,
f6eac5f1-eb0a-5973-9202-880e1bc1f11c,tg:lhph:49867,Items,1,,,isad:lh:141841,,,,,
355e7933-6c3e-55a9-91e1-893d397c5fae,tg:lhph:53093,Items,1,tr:lh:139964,,isad:lh:161176,,Bruikleen Vlaamse Gemeenschap - STR12294,S 935 / 491,,
ddb1e6a9-1d0f-51c1-be1e-e07c3de1a7cb,tg:lhph:29266,Items,1,tr:lh:2459,47488/13,isad:lh:93178,PP 119 / P,,,,
7e013f25-53d5-5f2c-a13a-be7d9f43d3ea,tg:lhph:53569,Items,1,tr:lh:139964,,isad:lh:175416,,Bruikleen Vlaamse Gemeenschap,,,
bf8f57e1-ec37-516f-95a5-f43df8f3cc01,tg:lhph:51554,Items,1,,,isad:lh:128840,,,,,
c22eb894-3ffe-56f9-97cd-5de4787d610e,tg:lhph:36890,Items,1,tr:lh:9510,218458/1968,isad:lh:95309,B 1183 / P (NEG00216/1/3),,,,
2f0ed2d0-c633-5183-b84a-815f35033d34,tg:lhph:37782,Items,1,tr:lh:5593,111791/3,isad:lh:92976,M 1589 / P,,,,
a66c70a4-494c-5cd1-8354-90d06b275115,tg:lhph:3234,Items,1,tr:lh:5424,106346/7,isad:lh:93395,G 994 / P,,,,
3de2c2fd-c6b2-5ea4-922d-22e8068911a6,tg:lhph:1209,Items,1,tr:lh:4810,95671/16,,B 708 / P,,,,
f58f9b91-d9f3-5d54-aaed-15997ace2a01,tg:lhph:30047,Items,1,,79669/73,,G 4965 / P,,,,
69e9cf29-ae00-573c-a3a5-b474df8b7a8e,tg:lhph:13727,Items,1,tr:lh:3939,75041/1,,C 30702 / P,,,,
7b72b775-1519-594a-bd4e-3cbd480cf267,tg:lhph:45147,Items,1,tr:lh:5807,121750/4,isad:lh:95842,D 264 / P,,,,
66060106-e574-5972-91ce-8a0f1a037dfe,tg:lhph:9639,Items,1,tr:lh:3699,71555,isad:lh:93081,M 896 / P,,,,
eee6eef3-e11e-5c69-b7bd-bc461a011bb8,tg:lhph:38477,Items,1,tr:lh:9510,218458/2473,isad:lh:95309,B 1183 / P (NEG00263/3/11),,,,
b27b334c-94f0-507f-9652-fdb8911a590d,tg:lhph:42682,Items,1,tr:lh:6914,171054/5,isad:lh:95695,GG 156 / P,,,,
103aba94-cf25-58e9-aa08-7800f26dfd14,tg:lhph:43990,Items,1,tr:lh:9982,220279/19,isad:lh:95749,VV 515 / P,,,,
d361de26-254e-595b-a8e9-27a534ef16c1,tg:lhph:24454,Items,1,tr:lh:5253,103387/24,isad:lh:95015,V 15543 / P,,,,
b67d9a9c-209c-55b7-8a2d-72d5074b17af,tg:lhph:10808,Items,1,tr:lh:3839,73798/6,,B 1652 / P,,,,
52bbc28e-871e-5d9b-9829-3c9d81445473,tg:lhph:23391,Items,1,,5402,,M 7625 / P,,,,
f16bccb2-2272-5baa-8ddd-f2993cd3ac93,tg:lhph:12835,Items,1,,27381/315,,C 142 / P,,,,
6af651f8-b146-5db0-a931-29b0357e13ca,tg:lhph:26469,Items,1,tr:lh:7775,201344/6,isad:lh:94373,P 1835 / P,,,,
2473b3b7-102c-5e24-8089-f900026b7836,tg:lhph:31085,Items,1,tr:lh:1533,27857,isad:lh:94258,G 645 / P,,,,
b0ada7f6-40ce-55ee-a417-e80a9015712b,tg:lhph:36740,Items,1,,233172/a,,L 559 / P,,,,
527af1e5-228d-5453-a9ed-e5e36098eacc,tg:lhph:37852,Items,1,tr:lh:3899,74482/6,,M 195 / P,,,,
b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,tg:lhph:50596,Items,1,,,isad:lh:146541,,,,,
2eb7048a-97ef-563c-9d7b-9acd2b0ae893,tg:lhph:22353,Items,1,tr:lh:139964,,isad:lh:161171,,Bruikleen Vlaamse Gemeenschap - STR11342,S 935 / 487,,
e5ddc3dc-3cd5-50c7-ba67-caaace0175a6,tg:lhph:25496,Items,1,tr:lh:3279,67487,isad:lh:93232,T 355 / P,,,,
1711198d-4ec5-53d5-8929-457b2b3e5964,tg:lhph:42952,Items,1,tr:lh:7191,179166/110,isad:lh:93778,B 9078 / P,,,,
e11c3cf5-e98e-5649-9c83-eeace75a3c20,tg:lhph:816,Items,1,tr:lh:3936,75025/2,,B 7307 / P,,,,
ad393c26-4dcf-5770-a256-f10852c2d195,tg:lhph:15020,Items,1,tr:lh:4988,98850/43,isad:lh:93043,D 625 / P,,,,
25a55d02-4879-56a2-986a-f3cca190f5d5,tg:lhph:43640,Items,1,tr:lh:30829,219697/65,isad:lh:93751,M 945 / P,,,,
0382bb95-1072-51ca-8f33-054150330598,tg:lhph:44185,Items,1,,219751/4,isad:lh:95753,C 2049 / P,,,,
6975c7dc-0270-5606-89ef-966e3756df9e,tg:lhph:10222,Items,1,tr:lh:3747,73648/8,,A 393 / P,,,,
a3c0c5bc-c645-57eb-abdd-a7f01c71801b,tg:lhph:46442,Items,1,,203872/25,isad:lh:93917,P 3445 / P,,,,
cfe87bef-20bb-5086-a5d2-de1d0adc145b,tg:lhph:8301,Items,1,tr:lh:2802,55431/5,,B 70665 / P,,,,
07324e27-9716-5b25-bc5c-805755adde5a,tg:lhph:41387,Items,1,tr:lh:1867,34763/16a,isad:lh:94467,O 295 / P (A1),,,,
f4138cb7-fcf8-534a-9f5e-2f5f8ba4eb0f,tg:lhph:27151,Items,1,,88332/2,,P 345 / P,,,,
560afe5e-149e-57ab-8d34-da3e4dd2f7df,tg:lhph:20694,Items,1,tr:lh:9837,217718/52,isad:lh:93036,T 394 / P,,,,
cbbc003d-82d3-510a-8567-61964fb5942a,tg:lhph:19900,Items,1,,40257/2,,S 8642 / P,,,,
2b650557-1378-5306-82e1-9c7473aba1eb,tg:lhph:1823,Items,1,tr:lh:3394,66994/1,,T 176 / P,,,,
2b650557-1378-5306-82e1-9c7473aba1eb,tg:lhph:1823,Items,2,tr:lh:4023,76826/1,,T 176 / P,,,,
bc37462d-cebe-56be-bad8-210fdab78e33,tg:lhph:52051,Items,1,tr:lh:140087,,isad:lh:154993,,,G 2932 / 212 (30),,
fe544512-eed6-5c23-b512-4b00b7bbbfb7,tg:lhph:34287,Items,1,,122510,,W 173 / P,,,,
3b8c5eda-22e6-5d27-8bf6-e8351448375f,tg:lhph:33542,Items,1,tr:lh:9510,218458/1076,isad:lh:95309,B 1183 / P (NEG00110/3/17),,,,
d343ad2d-870a-52ae-bbc3-5097585303bc,tg:lhph:18612,Items,1,tr:lh:7859,203626/357,isad:lh:94873,M 224 / P (NEG0012/4/17A),,,,
682f4276-3a62-522f-af08-0e51db763ebd,tg:lhph:1989,Items,1,tr:lh:9946,235438/130,isad:lh:93182,P 45 / P,,,,
58a9ed17-748f-51ae-8fdc-3f79abd149aa,tg:lhph:5163,Items,1,tr:lh:7586,198481/0039,isad:lh:93725,T 3465 / P,,,,
28c8d686-716c-53ab-aa65-b81349d44e23,tg:lhph:36310,Items,1,tr:lh:9510,218458/1790,isad:lh:95309,B 1183 / P (NEG00194/3/3A),,,,
4a0e4824-db89-5c64-bb3a-4b84e98ddbec,tg:lhph:10388,Items,1,tr:lh:3482,68710/13,isad:lh:92996,B 117 / P,,,,
4619a701-69b6-571c-b604-d63b8188b0ba,tg:lhph:43210,Items,1,tr:lh:9770,219497/5,isad:lh:94024,T 176 / P,,,,
de55ecd7-83d9-5539-9464-5e0178b36f3a,tg:lhph:15470,Items,1,tr:lh:5832,123657/12,isad:lh:93067,E 2833 / P,,,,
6901f3b1-9aeb-5a09-87b3-cf457a98a88b,tg:lhph:23811,Items,1,tr:lh:3140,62830/19,isad:lh:95005,M 8235 / P (map I-II),,,,
7b6e0c4c-47e1-58db-b8b9-32aad5f70af2,tg:lhph:27501,Items,1,tr:lh:7414,196532/10,isad:lh:93514,V 486 / P,,,,
5d857fc9-aa5c-53e0-9066-90c6a03044eb,tg:lhph:11960,Items,1,tr:lh:2300,43588,isad:lh:93096,B 417 / P,,,,
5d857fc9-aa5c-53e0-9066-90c6a03044eb,tg:lhph:11960,Items,2,tr:lh:3632,70563/1,isad:lh:93902,B 417 / P,,,,
5d857fc9-aa5c-53e0-9066-90c6a03044eb,tg:lhph:11960,Items,3,,,isad:lh:154888,,,,,
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,Items,1,tr:lh:3327,203851/22,isad:lh:109792,C 395 / ARC (374),,,,
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,Items,2,tr:lh:3327,203868/23,isad:lh:109792,C 395 / ARC (381),,,,
aff30d69-80f0-564e-83fb-5fe773f58cca,tg:lhph:10672,Items,1,,52753,,B 153 / P,,,,
ee1fd105-e680-5789-9dc2-1beedcb22cdd,tg:lhph:8751,Items,1,,37281/33b,,S 177 / P,,,,
01a34d19-ef5e-57ed-9ac9-c5e4cbcabadf,tg:lhph:5499,Items,1,tr:lh:3340,66453/40,,W 213 / P,,,,
4d16ed2d-abd2-593d-8087-b374c1a0acc5,tg:lhph:18242,Items,1,tr:lh:7859,203626/161,isad:lh:94873,M 224 / P (NEG0005/6/28),,,,
1c0a6045-8420-58ac-85df-93f8e08427f1,tg:lhph:33112,Items,1,tr:lh:9510,218458/959,isad:lh:95309,B 1183 / P (NEG0097/2/15),,,,
7c017532-8104-5000-a21d-472325d595b6,tg:lhph:52401,Items,1,tr:lh:139964,,isad:lh:182569,,Bruikleen Vlaamse Gemeenschap - STR10846,S 935 / 485,,
6b6df98f-b8b1-5ada-8972-c30d18ce7872,tg:lhph:37151,Items,1,tr:lh:9510,218458/2056,isad:lh:95309,B 1183 / P (NEG00226/1/20),,,,
e7d1ec7a-67ff-5af7-b4cb-b63b58c27978,tg:lhph:4322,Items,1,tr:lh:2397,45609/4,isad:lh:93220,A 247 / P,,,,
b3d04d0e-b50f-550f-85b4-f6b58d89e18c,tg:lhph:30694,Items,1,tr:lh:6373,148897/10,isad:lh:94193,G 3947 / P,,,,
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,Items,1,tr:lh:6444,158229/2,isad:lh:93254,J 422 / P (I),,,,
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,Items,2,tr:lh:6667,164399/7,isad:lh:95167,V 998 / P,,,,
6e6c265c-0d85-5287-b6e9-cb6b98db5c0c,tg:lhph:51387,Items,1,,,isad:lh:128893,,,,,
dd686f05-c2bc-559c-a079-62c4e93d513d,tg:lhph:15923,Items,1,tr:lh:1475,26866,isad:lh:94137,F 443 / P,,,,
3bb70279-4e5f-56f6-8779-e02cf1acb3b7,tg:lhph:24287,Items,1,tr:lh:6453,158487/16,isad:lh:95035,MM 82 / P,,,,
0d6a1ea4-302b-593e-990f-5a258a0c3af2,tg:lhph:23542,Items,1,,52578/5,,M 7885 / P,,,,
2186790b-ecbc-5904-b1fc-cba03d71deb2,tg:lhph:44886,Items,1,,52320/7,,D 11922 / P,,,,
aa57f453-4aac-5258-ab86-f94a31484068,tg:lhph:45794,Items,1,tr:lh:6989,174520/23,isad:lh:92953,D 715 / P,,,,
2632529e-ac07-5a70-a191-69e3c321e131,tg:lhph:115,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1925-1926/38),,,,
15cddc2a-3e0f-534d-b665-6aedb28b5bc0,tg:lhph:42051,Items,1,tr:lh:6741,167039/18,isad:lh:93314,W 4897 / P (AI),,,,
6c6763a4-ac0c-5352-810c-f8627fda87fa,tg:lhph:14631,Items,1,,38749/2,,R 262 / P,,,,
6c6763a4-ac0c-5352-810c-f8627fda87fa,tg:lhph:14631,Items,2,,166444,,R 262 / P,,,,
9fbcee27-c647-51ba-8e9b-f160ffd3dbe1,tg:lhph:9510,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,
3f2bec43-0b99-55ff-9ac5-f1b8bb9e879f,tg:lhph:27852,Items,1,tr:lh:4231,82608/4,isad:lh:93123,V 36695 / P,,,,
5bfb34aa-4e55-5109-bbcd-7eccff6c9043,tg:lhph:40596,Items,1,tr:lh:9510,218458/3109,isad:lh:95309,B 1183 / P (NEG00334/2/19),,,,
fed032c2-453e-52c2-8d65-4f184ead3978,tg:lhph:47253,Items,1,,221162/40,isad:lh:146741,P 505 / P,,,,
482dfc32-3946-5777-a59e-405c194032fb,tg:lhph:21085,Items,1,tr:lh:7859,203626/1688,isad:lh:94873,M 224 / P (NEG0058/6/28),,,,
d710d8e6-c2b4-509e-9151-c31683f26f4d,tg:lhph:26740,Items,1,tr:lh:754,14131/29,isad:lh:93611,P 2716 / P,,,,
f7241f53-6815-55e9-a84d-7cf7878fe250,tg:lhph:53640,Items,1,tr:lh:140159,,isad:lh:176325,D 125 / P (2) (4),,,,
c8db73f8-f415-52bc-b603-687ef14f4acc,tg:lhph:19003,Items,1,tr:lh:7859,203626/602,isad:lh:94873,M 224 / P (NEG0021/2/13),,,,
842f02c3-9d8e-5e69-ad82-b533fa1ac845,tg:lhph:32353,Items,1,tr:lh:3744,72072/i,isad:lh:93254,J 422 / P (IV),,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,Items,1,,68196/3,,B 708 / P,,,,
1cf49309-52ef-5cfb-a7b8-d6c3221fcac6,tg:lhph:35496,Items,1,tr:lh:6462,158575/403,isad:lh:93803,B 377 / P,,,,
8e5beeed-8b8a-5d06-a0fa-ebc9b8fff27d,tg:lhph:52952,Items,1,tr:lh:139964,,isad:lh:182593,,Bruikleen Vlaamse Gemeenschap - STR12079,S 935 / 490,,
f578c628-a248-5eb1-a85f-606ee03fd7e0,tg:lhph:5860,Items,1,tr:lh:390,7944,,Y 952 / P,,,,
c6aa6374-ac4a-5ff2-ad65-70bb1ad279f1,tg:lhph:37501,Items,1,tr:lh:2459,47487/7,isad:lh:93178,B 46743 / P,,,,
d05affd5-fa19-5b53-bc34-94ef06e0848e,tg:lhph:4772,Items,1,tr:lh:2064,38739/2,isad:lh:93675,A 341 / P,,,,
39114e86-12ee-5676-9ddd-fabf3335a250,tg:lhph:11599,Items,1,tr:lh:7142,178460/57,isad:lh:93671,C 195 / P,,,,
cea90087-2490-5fb3-a66c-d54337fb75e1,tg:lhph:14261,Items,1,tr:lh:4094,79270/1,isad:lh:93234,D 23125 / P,,,,
58a2e5d1-5b78-5a3c-bb31-239b06ff32c0,tg:lhph:42401,Items,1,,217366/1,,A 1811 / P,,,,
15454607-a72f-5730-ae8f-076f6afe5385,tg:lhph:545,Items,1,tr:lh:3939,75040/8,,C 2756 / P,,,,
74fd9750-5410-58e2-a48c-afa5f37cc120,tg:lhph:23112,Items,1,tr:lh:5115,102030/4 en 7,isad:lh:93912,N 135 / P,,,,
8fa816c0-d4fa-5cf5-a2ca-67eb870fcec1,tg:lhph:15889,Items,1,tr:lh:4143,80363/2,,F 477 / P,,,,
50a1cb5f-86c4-5264-8089-cae25b7170e6,tg:lhph:46911,Items,1,tr:lh:630,12460/76,isad:lh:93100,E 18 / P,,,,
50a1cb5f-86c4-5264-8089-cae25b7170e6,tg:lhph:46911,Items,2,tr:lh:1122,19832/4,,E 18 / P,,,,
146c502a-1602-591a-8b70-eae42fa9f491,tg:lhph:26310,Items,1,tr:lh:5698,115238/48,isad:lh:95146,O 42 / P,,,,
3eeed6ca-b12d-5a86-82a8-8c4a6538d100,tg:lhph:9140,Items,1,tr:lh:4902,97920/4,,S 4942 / P,,,,
01eac073-db2d-5915-b006-2e9532d8ae3d,tg:lhph:11063,Items,1,tr:lh:139785,,isad:lh:142927,T 433 / P,,,,
cffc6389-d1ff-5db8-944a-2eb91b22f43e,tg:lhph:47603,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2
967c8195-de8c-59c9-a754-591bf36d1749,tg:lhph:32703,Items,1,tr:lh:9510,218458/852,isad:lh:95309,B 1183 / P (NEG0084/4/E),,,,
1f3e13d3-ce95-5d2a-b291-7b039216e254,tg:lhph:19453,Items,1,tr:lh:4491,86685/7,,S 83965 / P,,,,
777a2c78-77c5-5e0c-a557-cbb907fdba04,tg:lhph:1570,Items,1,tr:lh:2659,52798/14,,C 397 / P,,,,
b12112e4-ae11-5057-854c-d82eaf3f4d0d,tg:lhph:4288,Items,1,tr:lh:4895,97870/2,,A 2474 / P,,,,
5fb1cfcf-7d49-58df-b680-0e93570a5432,tg:lhph:53210,Items,1,tr:lh:6415,148739/260,isad:lh:156053,D 125 / P (1)(7),"Foto uit een reeks van 5, waarvan 2 beschreven",,,
6dc434b1-9651-5c5b-89e9-de82fed538cd,tg:lhph:33811,Items,1,tr:lh:9510,218458/1151,isad:lh:95309,B 1183 / P (NEG00118/4/2),,,,
a5de5830-0068-5c42-a7ce-3db69ade93fd,tg:lhph:11576,Items,1,tr:lh:6550,161615/4,,D 9235 / P,,,,
c9b4ac09-66d0-518d-9761-135ef91d20b8,tg:lhph:47316,Items,1,,225286/8,isad:lh:95662,W 909 / P,,,,
705ad093-4e74-5aaf-81de-438a33ed8859,tg:lhph:9455,Items,1,tr:lh:244,4834,isad:lh:94073,S 5654 / P,,,,
135785e8-600c-5c1a-bc49-c5fc1f7f87a5,tg:lhph:27917,Items,1,tr:lh:7142,178457/6,isad:lh:93773,P 568 / P,,,,
a746bc6b-fab9-5c99-b5c9-b4a6739ca9cf,tg:lhph:39909,Items,1,tr:lh:5112,101037/7,isad:lh:93424,B 6791 / P,,,,
2374151a-683a-51a6-bf80-c51dc4202f0b,tg:lhph:26605,Items,1,tr:lh:3478,68618/18,isad:lh:95153,P 245 / P,,,,
55ce9a95-dc6e-5e78-b166-eb0f719e6daf,tg:lhph:24638,Items,1,tr:lh:357,7251,,N 454 / P,,,,
8e390360-f1cb-5b57-8bb7-66f08029e152,tg:lhph:51738,Items,1,tr:lh:139974,,isad:lh:179268,,,B 708 / P,,
bd761a0d-4a96-5e9e-b52c-f8e0025c22c6,tg:lhph:53705,Items,1,tr:lh:6415,,isad:lh:176325,D 125 / P (2) (20),,,,
b40832cf-4431-571e-89a5-743dd9692cc0,tg:lhph:1065,Items,1,tr:lh:2744,54345/3,isad:lh:93013,B 917 / P,,,,
011fa91b-2107-50e4-97d6-a40dfacd912e,tg:lhph:52817,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11798,S 935 / 489,,
a583411d-95c8-5662-b89a-9445451e306f,tg:lhph:3058,Items,1,tr:lh:6415,148737/31,isad:lh:176325,D 125 / P (2) (19),,,,
9e1c16f1-7d69-51b8-aff7-032bd95cb5c6,tg:lhph:32216,Items,1,,215895/34,,V 35505 / P,,,,
a18eaf3d-3a79-554e-baa7-2781c4a5e62c,tg:lhph:19146,Items,1,tr:lh:7859,203626/683,isad:lh:94873,M 224 / P (NEG0026/1/17),,,,
f6be97ad-c748-5fca-bdbc-c9b9e23c5979,tg:lhph:4267,Items,1,,27381/756,,A 2465 / P,,,,
8bf128c6-8309-55a6-8846-0a7b2df6a74f,tg:lhph:35029,Items,1,tr:lh:9510,218458/1400,isad:lh:95309,B 1183 / P (NEG00148/4/2A),,,,
81d59ccd-f9d3-5d6c-8d72-69d88a91c379,tg:lhph:37014,Items,1,tr:lh:6603,163147/5,isad:lh:93084,L 7508 / P,,,,
abda0ca1-c21f-5293-8327-74ab2bbf5bc4,tg:lhph:23407,Items,1,tr:lh:3269,66293/6,isad:lh:93077,M 767 / P,,,,
a88696fc-4585-57e3-a098-6707ad148eef,tg:lhph:15866,Items,1,,27381/480,,F 439 / P,,,,
85de2406-037c-5838-9a97-c7b3de203451,tg:lhph:14774,Items,1,tr:lh:7634,212911/3,,D 362 / P,,,,
7c63e870-8f40-57ab-8a52-beadfd491d6c,tg:lhph:42114,Items,1,tr:lh:6741,167039/87,isad:lh:93314,W 4897 / P (AII),,,,
b67ae1d8-609d-5d07-b8e5-b87beb4cb7eb,tg:lhph:16749,Items,1,tr:lh:6071,137454/443,isad:lh:93676,S 176 / P,,,,
3e439968-a45f-582c-a2b8-0654196dd586,tg:lhph:40129,Items,1,tr:lh:6828,168661/2,isad:lh:95621,M 43828 / P,,,,
692604d3-8b16-5a66-bbd8-be913ddc767e,tg:lhph:44869,Items,1,tr:lh:2557,50411/6,,D 11922 / P,,,,
6a3c4c67-4eb1-5b3b-9650-9e141fbb8881,tg:lhph:26255,Items,1,tr:lh:2595,51257,isad:lh:93061,T 3892 / P,,,,
660430b6-d15c-57d6-b5d5-b0ea2b2af05a,tg:lhph:24268,Items,1,tr:lh:6259,145301/8,isad:lh:95034,MM 44 / P,,,,
42951491-5bd1-5e9a-9cc1-310cfce71e43,tg:lhph:46854,Items,1,tr:lh:9919,147258/19,isad:lh:152920,E 147 / P,,,,
19d52667-71f9-5c81-a287-10f02fc5c622,tg:lhph:47746,Items,1,tr:lh:6415,148739/251,isad:lh:113179,D 125 / P (Album),,,,
ff23ddc8-d071-5146-978c-2917e0f475fe,tg:lhph:11126,Items,1,tr:lh:6989,174524/2,isad:lh:92953,T 491 / P,,,,
c89df049-d4ae-5fcc-81ef-98bf152a264e,tg:lhph:9005,Items,1,tr:lh:5584,111577/133,isad:lh:93039,R 5845 / P,,,,
380cc05e-337a-546d-b9c6-5d71422b201a,tg:lhph:40083,Items,1,tr:lh:9510,218458/2952,isad:lh:95309,B 1183 / P (NEG00316/3/12),,,,
2bfe3429-033b-5241-8ad5-0911f65a6935,tg:lhph:1435,Items,1,tr:lh:3480,68627/200,,T 176 / P,,,,
ed2d3c04-8edc-5f38-b364-c14c4371eb45,tg:lhph:35183,Items,1,tr:lh:9510,218458/1454,isad:lh:95309,B 1183 / P (NEG00154/3/10),,,,
94e76c99-dfb3-56db-a061-4cd2693ab3cf,tg:lhph:19516,Items,1,tr:lh:7859,203626/918,isad:lh:94873,M 224 / P (NEG0035/4/36),,,,
078d9c47-fc3c-5891-b1a1-275de2914717,tg:lhph:32646,Items,1,tr:lh:3417,67555/3,isad:lh:95365,J 4453 / P (II),,,,
1d4ce005-8a29-5d7a-81b1-6da36fc6be75,tg:lhph:3408,Items,1,tr:lh:5991,131386/64,isad:lh:93287,G 994 / P,,,,
927a8aaf-2219-53e7-ac7a-a987d4e038d6,tg:lhph:51368,Items,1,tr:lh:139964,,isad:lh:182278,,Bruikleen Vlaamse Gemeenschap - GLN000465,S 935 / 1046,,
71f9de8c-5be8-5318-aff0-6b352244762a,tg:lhph:33954,Items,1,,75167/5,,K 9606 / P,,,,
572f26a0-565d-5e58-b259-203ac3d04160,tg:lhph:31969,Items,1,,215861/6,,DD 82 / P,,,,
ad8368d3-5bc0-524f-8028-51d80ac6d8a7,tg:lhph:53355,Items,1,,221159/2,isad:lh:94360,,,PH-GF-011,,
617a8cc8-122d-50f9-9099-296ca6527ab1,tg:lhph:7918,Items,1,tr:lh:7333,186284/2,,G 994 / P,,,,
fde0fdd5-dbfb-55c2-bdb9-f2fb31aa6c89,tg:lhph:5925,Items,1,,234798/337,,Y 952 / P,,,,
6e84948c-555f-524c-bde7-26c6a15309b9,tg:lhph:35479,Items,1,,1260,,L 3045 / P,,,,
fcf08df5-4c88-5f62-ad66-6170784c7dcd,tg:lhph:4637,Items,1,tr:lh:6284,146058,isad:lh:93630,A 3381 / P,,,,
fcf08df5-4c88-5f62-ad66-6170784c7dcd,tg:lhph:4637,Items,2,tr:lh:7331,186150,,A 3381 / P,,,,
728be74c-8565-5e7e-a9f6-de215922f300,tg:lhph:48149,Items,1,,,isad:lh:119532,,,V 7576 / 93,,
109e653e-b722-5191-8964-0b33c19b83b7,tg:lhph:30381,Items,1,tr:lh:7306,180009,,G 36426 / P,,,,
7af135e9-2748-5a33-b062-976868d62be9,tg:lhph:37444,Items,1,,14348/54,,LL 12 / P (II),,,,
eb62f501-af31-5ce9-a36a-36cc7374ddf6,tg:lhph:50980,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000154,S 935 / 1015,,
f2f59e95-e65f-57de-a3eb-e123c9fe1c0f,tg:lhph:25880,Items,1,,104957/2,,C 2453 / P,,,,
bb906a1e-069e-5bb2-8d7f-d0f7908a95a2,tg:lhph:400,Items,1,tr:lh:7314,,isad:lh:92944,FVCA / P,,,,
096836fa-e5c5-5de6-8f45-45c858c1e3b9,tg:lhph:42544,Items,1,tr:lh:7704,200298/12,isad:lh:94325,B 8596 / P,,,,
6f7aab05-2409-5d3e-8d7a-6053b338ae9f,tg:lhph:14324,Items,1,,234853,,D 2378 / P,,,,
9b48dc1a-55ae-50ce-adae-24b5a14b6aff,tg:lhph:40579,Items,1,,100120/3,,M 554 / P,,,,
a1c7d29a-6f70-569a-990c-912d6e0a2282,tg:lhph:16319,Items,1,tr:lh:350,7231,,R 8951 / P,,,,
a1c7d29a-6f70-569a-990c-912d6e0a2282,tg:lhph:16319,Items,2,tr:lh:2282,43119/2,,R 8951 / P,,,,
18b14e21-acb8-5e44-8027-15dceee6ed12,tg:lhph:45281,Items,1,tr:lh:6511,160059/59,isad:lh:94488,D 2969 / P,,,,
3165b9aa-1197-5921-b41e-580d3e00ab9c,tg:lhph:23057,Items,1,tr:lh:1819,32520/2,,H 965 / P,,,,
